video_id,comment
tJ50n3qzDmE,"brother, i'm in 3-2 btech, i've wasted my time for 3 years, but in the last one month working hard everyday for 10-14 hours, i've developed a strong knowledge in ML,DL,AI,LLM,GenAI, but the problem is i've heard there are no jobs that will be available for freshers in any of those areas, it's so frustating at the same time so fearful, what can i do??please help me"
tJ50n3qzDmE,"Hi Dhaval ,
As usual ,great content.
Can you help me with below question?
Like, 2-3 years back in your video , I guess you are and your guests  told future of AI will be around NLP , and today we can see how relevant it is : LLMs, GenAI , etc.
Can you again suggest your view on what skill should one move towards so that he could have some advantage in future ? Like for next 3-5 years?
Currently I am working towards Time series forecasting along with MLOPs"
tJ50n3qzDmE,"if AI can replace Software engineers, why do you encourage to learn Data engineering + data analytics?. Don’t you think AI can not replace Data engineers?."
tJ50n3qzDmE,Can we expect any data engineer related course from you sir?
tJ50n3qzDmE,"Hi sir, could you please explain how web applications will replace by AI some insights please if possible"
tJ50n3qzDmE,Very helpful video!
tJ50n3qzDmE,"Hello sir, in future which skills will I developed"
tJ50n3qzDmE,"Thanks for video, it is helpful"
1r3tGh9ryc4,"Participation Link: https://tinyurl.com/4thn4f5e

As per YouTube policy, the link is not clickable. You can copy and paste it into your browser to use it."
1r3tGh9ryc4,Sorry I could not find the challenge on the website. I used mobile to access the website. It may be there some where but not on main page.
1r3tGh9ryc4,Sir i have been a bright student till class 10th with 95.3% but mere 12th me 77% hai....toh college me ache se padhungi for good cgpa lekin agr skills hai aur cgpa bhi achi hai still 12th ke marks ka campus selection me fark parta hai kya? I m worried...pls reply 🙏
1r3tGh9ryc4,Sirrrrrrrrrrr how to participate innnnn???? Kindly guide
I1OgJl3kwXE,"I agree that a great data analyst needs to solve real problems by digging into the data. It's also important to connect those insights with a solid business understanding to make a real impact.


I have realized this for a long time that a great data analyst doesn’t just analyze data but also understands the business behind it. Since this role is essentially about business decision-making, strong cognitive abilities are essential. If we think from a business perspective and align our data insights with business understanding or business acumen, we can solve real-life problems much more effectively.

 The Layman's Terms Explanation:


Being a data analyst isn't just about crunching numbers; it's about understanding the business like you own it. Let's say you run a coffee shop. You can see how many coffees you sell, but a great analyst figures out why sales change. Maybe it's because you have a special deal, or students come when there's free Wi-Fi. It's about using data to understand your customers and make smart choices, like knowing when to run a promotion or offer Wi-Fi to boost sales.

How it Solves Problems:

Real Problem: Coffee sales are down on Tuesdays.

Basic Analysis: You see the numbers.

Business Understanding: You remember Tuesdays are when the library has study groups.

Solution: Offer a ""Student Special"" on Tuesdays to attract those customers.

So, it’s not just about seeing the data, but using it to understand and solve real business problems."
OgPxmeIiOeI,"Course link: https://codebasics.io/courses/gen-ai-agentic-ai
Gen AI Bootcamp link: https://codebasics.io/bootcamps/ai-data-science-bootcamp-with-virtual-internship"
OgPxmeIiOeI,Is your certificate hold any authority or power for jobs
OgPxmeIiOeI,Bootcamp brochure is not opening
OgPxmeIiOeI,"I'm part of ai bootcamp. Sir, Now i see mlops/llmops in job descriptions,sir can we have some lectures on these topics such as env creation, logging, dockers, dvc, github actions and deployment etc. Although you have mentioned that interviewers don't ask much of mlops but still it would give us some advantage."
OgPxmeIiOeI,"Sir in Gen AI & Data Science Bootcamp : GENAI segment is is 5 hrs and 50 mins and 
in this single GENAI course it is 13 hrs and 10 mins . Just wanted to understand if i take the bootcamp there might be 8 hrs content is missing for GENAI topic. I want to learn GENAI but if i go via the boot camp few GENAI concept might miss . Please guide ."
OgPxmeIiOeI,Sir what about natural language processing separate course and without covering this how can i enroll in Gen ai course?
OgPxmeIiOeI,"Sir i am confused 
Should i solve leetcode and codewars in python as a  data science student or should i focus on buliding project related data science like data analysis and scientific

Someone please help me"
OgPxmeIiOeI,I am getting so annoyed. its always about the working employees and students can't learn anything without paying.
OgPxmeIiOeI,When will we get Business Analyst course?
OgPxmeIiOeI,"Sir,does it want math for generative AI?"
OgPxmeIiOeI,I am a lead engineer and want to learn in and out of AI . Which one I should opt for ?
OgPxmeIiOeI,Why its double the price of deep learning course? Dont this course have regional discount
OgPxmeIiOeI,"Questions -
1. Is this enough to crack interviews on genAI and agentic AI?
2. Are you also planning to add n8n and CrewAI framework in Future to the same course?
3. Why Langchain and Langgraph is missing from this course content?"
OgPxmeIiOeI,Does the ML and AI bootcamp comprises of all the content of this Gen AI and Agentic AI courses. I have already signed up for both Data Analyst and Data Science and ML bootcamp.
OgPxmeIiOeI,First
PglKAYgRdJ4,"Get started for free with Quadratic - https://www.quadratic.ai/basics
Use promo code CODEBASICS to get $5 off on the Pro plan!"
PglKAYgRdJ4,Is your certificate hold any authority or power for jobs
PglKAYgRdJ4,"I tried creating fact_aggregate table in supabase and import data from csv but getting this error ""Table fact_aggregate has been created but we ran into an error while inserting rows: date/time field value out of range: ""13-03-2025"" ."
PglKAYgRdJ4,"Hello sir, I liked your video. I also built something like that https://youtu.be/_DfoL3qOP5Q?si=eUHGiG2Z81_AwUbq"
PglKAYgRdJ4,the quadratic creates issues when uploading data in sheet from supabase can anyone know how we solve this
PglKAYgRdJ4,A very excellent presentation. 🎉
PglKAYgRdJ4,is this ai good for music cover video edits?
PglKAYgRdJ4,@codebasics  sir show  correct india map
PglKAYgRdJ4,"Hi, in your n8n installation guide there is an error which you made. In that you skipped typing n8n to run it using the command prompt and went directly to press ""o"" to open in browser page which is leading to confusion."
PglKAYgRdJ4,Interesting supply chain concept 👍🏼
PglKAYgRdJ4,I will finish this project tonight 😂
PglKAYgRdJ4,Any GitHub repository for this project?
PglKAYgRdJ4,Alpha content🎉
PglKAYgRdJ4,@codebasics can we label this as a data engineering project when making a portfolio or while sharing it on LinkedIn ?
PglKAYgRdJ4,"I watch your videos at 1.5 speed. Try it, you might like it 😜"
PglKAYgRdJ4,Aapsa contact kaisa kara number kaha hai
PglKAYgRdJ4,Amazing
PglKAYgRdJ4,"Amazing video demo, loved it! 😍"
PglKAYgRdJ4,whn wil strt
N5uH_ZpgixA,Row level security
N5uH_ZpgixA,Row level security
N5uH_ZpgixA,Row Level Security
N5uH_ZpgixA,Row level security
N5uH_ZpgixA,Row level security
Cvudh6DxWjU,This is expensive joins to use. So avoid using it if possible
Cvudh6DxWjU,Need more videos like this
PG1SrOia0cg,Google can use opencv to identify the dress is fit
PG1SrOia0cg,"GrabHack is live and giving interview opportunity to tech domain professionals, can you make a video on it?"
PG1SrOia0cg,"It seems Dhaval is more tensed than being excited seeing all these AI things.

My opinion - it seems more dangerous than feasible."
PG1SrOia0cg,We want more videos like this .. Thanks
PG1SrOia0cg,Tech sector is crashing does  mba is worth in 2025
PG1SrOia0cg,Thank you Sir
PG1SrOia0cg,Wow you are so fast !
TKW-fTbWxEc,Is learning excel important before learning power bi? Please do reply it'd be helpful to masses
KLVyWFBzMDs,I am doing data analytics bootcamp 3.0 can i also ho for this toolkit?
KLVyWFBzMDs,"Sir, could you please make the course validity lifetime instead of one year?"
KLVyWFBzMDs,"@codebasics    if i buy python course first  and later ai boot camp course  which is higher priced, will it deduct python course price from the total price."
KLVyWFBzMDs,"Good Afternoon Sir,
I hope you're doing well. I just had a small request i am currently preparing for Business Analyst interviews & have over 3+ years of experience in the field. I would really appreciate your guidance on how to prepare effectively based on today’s market expectations. It would be very helpful to understand how to approach both HR and technical interview rounds, and how to present my profile in the best way possible. If you could make a detailed video on this topic, I believe it would help many people especially those actively preparing for Business Analyst, Data Analyst & Power BI Developer roles by giving them a better understanding of real-time market requirements. @codebasics"
KLVyWFBzMDs,Should we buy the tools or do you have it free for us
KLVyWFBzMDs,Dhaval.sir I believe you are very genuine and authentic..please keep us updated on development and make course on Agents only
KLVyWFBzMDs,Please create topls to be used by software engineer
KLVyWFBzMDs,"""If I complete this course, will I be able to build AI agents on my own?"""
KLVyWFBzMDs,Only 3 hours 😂
KLVyWFBzMDs,Course looks awesome
KLVyWFBzMDs,Sir ai tools  is free  or we can pay money
KLVyWFBzMDs,How To get this Course free
KLVyWFBzMDs,Need data engineering course 😢 in code basics 🎉
xT3VQr-cdZw,"Course Link: https://tinyurl.com/k2cb2y2u

As per YouTube Policy Links are not clickable you can copy paste it in the browser and use them."
VIhHOg5GBcI,Can we get contact number  to talk?
VIhHOg5GBcI,??
VIhHOg5GBcI,Generative AI extension...
VIhHOg5GBcI,"@codebasics

Generative AI / Prompt Engineering."
VIhHOg5GBcI,"⌛Guess what’s coming to you soon…

Clue: It’s useful for every professional! 🔍"
VGFpV3Qj4as,Learn AI engineering and data science in a most intuitive way through this bootcamp: https://codebasics.io/bootcamps/ai-data-science-bootcamp-with-virtual-internship
VGFpV3Qj4as,👍
VGFpV3Qj4as,Was Copilot left out on purpose? Otherwise great video!
VGFpV3Qj4as,Really liked the step by step Agentic AI explanation!
VGFpV3Qj4as,Loved the session- how to learn complete course?
VGFpV3Qj4as,Excellent
VGFpV3Qj4as,Love the Stochastic Parrot :)
VGFpV3Qj4as,"@58:28 Although I understand the comparison, wouldn’t Agentic AI generally still be considered a subset of generative AI?"
VGFpV3Qj4as,Very informative. Well explained for beginners... Keep posting more such videos/tutorials ..
VGFpV3Qj4as,Thank you so much. It was a great tutorial with great explanations!
VGFpV3Qj4as,very good and informative video . Pls bring more such contents on AI  with easy explanations .
VGFpV3Qj4as,"Great Video , i have one question when i want to create a system which take all code typescript  file of angular code then generate unit test case and save in another folder or create new file type so should be use RAG ?

when i take fetch leave and apply and same time should be send mail so for this 2 agent needed so i want to confirm tool augmented bot could be a agent ?"
VGFpV3Qj4as,Hindi video sir
VGFpV3Qj4as,Nicely and simply explained the AI tools and techniques. Big kudos for your hard work. Looking forward for many such videos.
VGFpV3Qj4as,"sir i want to learn ai to deal with image data like facial recognzing app locks please guide me how much ml,dl,and cv i need to uderstand"
VGFpV3Qj4as,One of the excellent explanations visually... hardwork and kudos 👏 💐 ❤
VGFpV3Qj4as,Great Session..Thanks a lot!! Please continue to educate us...
VGFpV3Qj4as,Therotical
VGFpV3Qj4as,sir i think u covered everything for beinger to understnad the whole ai sysmtem till date
VGFpV3Qj4as,"imagine ignoring the one project that combines AI, blockchain, and Elons influence. While others are panicking, $XAI15H holders are preparing yachts."
VGFpV3Qj4as,Hii sir i want to become Data scientist and ai engineering too can I do sir i don't about the basic please sir help me I want to talk with you sir please 🥺🙏
VGFpV3Qj4as,GREAT YOUR VIDEOS DEAR GUY. PLS COULD YOU TRANSLATE TO SPANISH AS WELL ? 👏👏👏
VGFpV3Qj4as,Strange how Dhaval Sir always comes up with an easiest explanation of most complex topics.
VGFpV3Qj4as,"Excellent learning content: Easy to understand. Thanks Gurudev for this amazing study material. Sir, I admire your and Codebasics team's hard work to create this video so that we can learn something that is happening in real time."
VGFpV3Qj4as,"Hi sir, is the AI tool kit course covered in DA bootcamp or do I need to purchase it separately?"
VGFpV3Qj4as,"GrabHack is live and giving interview opportunity to tech domain professionals, can you make a video on it?"
VGFpV3Qj4as,Great video to cover basis to advanced. Thank you so much sir. Your are really great. Top quality teaching
VGFpV3Qj4as,"Our college teaching this AI Basics topic right now. I want to thank you sir, from your previous Machine Learning playlist, I have learnt a lot and now I am very confident on what I have learn and I can teach to anybody."
VGFpV3Qj4as,"Great video in such simple language for a beginner like me to understand the concepts of AI. Thank you, very much!"
VGFpV3Qj4as,"Hi Dhaval ,
As usual ,great content.
Can you help me with below question?
Like, 2-3 years back in your video , I guess you are and your guests  told future of AI will be around NLP , and today we can see how relevant it is : LLMs, GenAI , etc.
Can you again suggest your view on what skill should one move towards so that he could have some advantage in future ? Like for next 3-5 years?
Currently I am working towards Time series forecasting along with MLOPs."
VGFpV3Qj4as,"Hello sir , excited for the unique project on AI …. With your guidance , which help us to know more about AI practical application in real world"
VGFpV3Qj4as,"Great! And perfect timing 😅
In our technical college I am going to graduate in AI and Data Science in 3 weeks
Now I got the perfect starting point for learning the fundamentals 😆"
VGFpV3Qj4as,"That video of yours really nailed the animation explanation of Neural Networks! I agree, it's likely the most awesome explanation that we can find online. 🙏🏻🙏🏻🙏🏻"
VGFpV3Qj4as,"Great video to understand the heavy terminology of the AI world. Thank you, Dhaval, Sir. ❤🙏"
VGFpV3Qj4as,"Hi Dhaval 
This is an excellent initiative. I greatly respect the efforts made to consistently present quality content. I really appreciate your teaching style. It's about time you took an interest in artificial intelligence. All the best."
VGFpV3Qj4as,Great Job!
VGFpV3Qj4as,Thank you sir❤
VGFpV3Qj4as,"Hi 

I am very much confused about what to learn n8n or langchain to build AI AGENT'S.

Can you tell me which one is the best one for learning and for future sake also.


If langchain what are all the basic need to learn in python. 

To start your langchain playlist.


If n8n is the answer please make a video on it. 


Can you please clear my doubt..."
bN2kyOWu1Ws,"Full Video Link: https://tinyurl.com/2mphxapk

As per the YouTube Policy, the link is not clickable you can copy paste it in the browser and use it."
bN2kyOWu1Ws,thankyou so much it is very helpful
bN2kyOWu1Ws,"I'm Average in Mathematics, which career should I choose 
1.Architecture 
2.Civil Engineer
3.Data Engineer
4.Data Science 
5.Automobile Engineer
6.IT
Or any oder career"
bN2kyOWu1Ws,Please tell me sir
bN2kyOWu1Ws,Sir data analyst is good carrier for future
bN2kyOWu1Ws,"Sir , one day I learn all of this and joining your company."
bN2kyOWu1Ws,All the data insights you could want without confirming the results independently or understanding the source data in the first place.  Its like magic!
bN2kyOWu1Ws,Krishnaik is the best
bN2kyOWu1Ws,Do you have a course on Gen AI engineer
bN2kyOWu1Ws,Thank you very much for this. I wanted a perfect roadmap to start and end with for GenAI. I am a data engineer by profession and i would want to see if I can build Gen AI for data engineering use cases.
bN2kyOWu1Ws,Thankyou sir.
eEpAYGmAHTM,What a great analogy!
eEpAYGmAHTM,As a Sarting a data analyst journey this is really helpful
eEpAYGmAHTM,yep that's the reality 👍
M__FqFVR8WI,"I'm Average in Mathematics, which career should I choose 
1.Architecture 
2.Civil Engineer
3.Data Engineer
4.Data Science 
5.Automobile Engineer
6.IT
Or any oder career"
M__FqFVR8WI,Sir can we also do DSA with python??
M__FqFVR8WI,Eye opening valuable tips sir
M__FqFVR8WI,Thanks sir
M__FqFVR8WI,Good tips thanks for sharing
pXpo8RrZF0A,Can a b com graduate became Data analyst
pXpo8RrZF0A,"What if, if there is any tool which directly makes the pivot table and associated chart, so that you know that data makes sense or not"
A9VIwD_SlWk,Sir data analyst is good carrier for future
A9VIwD_SlWk,Can a b com graduate became data analyst
A9VIwD_SlWk,MCP is like a software?
A9VIwD_SlWk,Is there any cost involved ? Are there any open source versions?
u46aVN6xluM,"Participation Link: https://tinyurl.com/2ba3kvwf

As per YouTube's policy, the link is not clickable. You can copy and paste it into the browser to use it."
u46aVN6xluM,"If you talk about the socio economic impact of tournaments like IPL, socially it makes the audience active and stay hopeful. which obviously can't be quantified or measured at least in general fields of science. The economic side especially related to pan masala and betting app are S.M.A.R.T. due to the mass adoption and ease of use. Flipside of these are generally not talked about. Economy wise, these tournaments play a good amount of role. More leagues like fih and pkl are on the same lines of IPL which is more of a replica of English premier league which obviously has a huge amount of data to play with. IPL thrives on the popularity of cricket in India."
FxwfFCum8f4,"I'm Average in Mathematics, which career should I choose 
1.Architecture 
2.Civil Engineer
3.Data Engineer
4.Data Science 
5.Automobile Engineer
6.IT
Or any oder career"
FxwfFCum8f4,True no one can master in  a week
FxwfFCum8f4,"https://www.youtube.com/shorts/Ct5XOwfSAHE
Sir, we will accept all the things you said about demand and supply in this video, but what do you have to say about this?"
FxwfFCum8f4,"Sir, we will accept all the things you said about demand and supply in this video, but what do you have to say about this?"
FxwfFCum8f4,"sir please check this short about data analyst
https://www.youtube.com/shorts/Ct5XOwfSAHE"
FxwfFCum8f4,https://www.youtube.com/shorts/Ct5XOwfSAHE
FxwfFCum8f4,https://www.youtube.com/shorts/Ct5XOwfSAHE
FxwfFCum8f4,"sir please check this short about data analyst
https://www.youtube.com/shorts/Ct5XOwfSAHE"
FxwfFCum8f4,https://www.youtube.com/shorts/Ct5XOwfSAHE
FxwfFCum8f4,"I had invested ₹20,000 in another course (fake gurus) before discovering Codebasics, but it didn't yield the desired results. Thank you, Codebasics team, Dhaval Patel and Hemanand sir, for providing an exceptional data analyst bootcamp that has made a significant difference."
pIHwQk4dr7w,Thala for a reason
pIHwQk4dr7w,"❤ Thank you, Sir, Hemanad, for citing MS Dhoni as an example."
15_pppse4fY,Learn AI engineering and data science in a most intuitive way through this bootcamp: https://codebasics.io/bootcamps/ai-data-science-bootcamp-with-virtual-internship
15_pppse4fY,Fabulous information…
15_pppse4fY,"Thank you Dhaval, that was super easy and simple way to understand the basics."
15_pppse4fY,"hi @codebasics is there any video on where you have showcased ""Goal oriented planning"" and ""Multistep reasoning""???"
15_pppse4fY,Do you think there will be mass layoffs due to Agentic AI and/or Gen AI ?
15_pppse4fY,"What happens if Sarah's backup also needs to go on leave and no additional backups are available? How would the Agentic AI system respond in such a scenario? Would it initiate a one-on-one with Sarah to discuss postponing her leave, suggest hiring a contract resource, or end up stuck?

This situation goes beyond simply making API calls or handling errors. Even if the system is capable of taking autonomous actions, how would those actions align with broader management directives and policies?"
15_pppse4fY,Thanks Sir very well explained... I love it.
15_pppse4fY,Best explanation I’ve heard. Thanks bro!
15_pppse4fY,"Very well explained - simple, no frills yet effective 👌"
15_pppse4fY,"Hello brother, why don't you make a free agent aI course in codecamp? This video is so impressive."
15_pppse4fY,"Really appreciative. Thanks for making it so clear. However, anthropic indicates multiple workflows that invoke prompt chaining, a handoff to a specialized agent for tasks requiring specialized expertise. Future agentic AI needs beyond reasoning with object-level heuristics- a meta-cognitive strategy would boost object-level strategies-as proposed by Yoshua Bengio."
15_pppse4fY,Great explanation....simple and short ...thank you for sharing
15_pppse4fY,"Love the video! Anyway, Just tried ArrynAI’s today Super impressed with their full digital marketing team. Easy to use and definitely worth a shot!"
15_pppse4fY,Really nice explanation with real time example. keep up your good work.
15_pppse4fY,Only challenge I see for your course is dicord support.please have a weekly or monthly twice live doubt session.
15_pppse4fY,"Nicely explained with simple examples, thanks for the quick intro"
15_pppse4fY,excellent
15_pppse4fY,That’s how future will be. No secrets no privacy
15_pppse4fY,"Thank you, this is very well explained! Few questions - how is that agent making the plan, and executing different options? Is that using a LLM to do that? Do I have to train that LLM to do that planning and the associated workflow? How does it know that to write an email it must make an API call to Outlook?"
15_pppse4fY,Always come with deep n accurate discription.... it's awesome as usual Sir...
15_pppse4fY,"Sir, can you show or help us do a project based on Data Analytics using the same Agentic AI, i wish i could feed some ideas, but you are much more experienced and I have full trust that you will come with the best. Thanks for this vids as well."
15_pppse4fY,Super insightful! I’ve been diving into Agentic AI lately and how it differs from traditional generative models. I recently shared a breakdown video explaining how these concepts are evolving — really exciting times for AI!
15_pppse4fY,Great overview.. Thank you for sharing
15_pppse4fY,Very good video on helping break it all down.
15_pppse4fY,Thanks for another great video. How can I contact you for a specific help in a research project please?
15_pppse4fY,"@codebasics will the example work, if i use  model from google. ""model=Gemini(id=""gemini-2.0-flash-001"")"""
15_pppse4fY,very well explained with the right examples. simple to understand. Thank you ...
15_pppse4fY,Excellent!
15_pppse4fY,"Awesome video, well explained the fundamental and the Agentic AI system integration and the tools."
15_pppse4fY,"Hi, This AI session was truly eye-opening. Before watching this video, I wasn’t clear on how to use AI effectively. Now, I have a much better understanding of how it works.
Please continue sharing more videos on AI—your explanations are incredibly clear and insightful!"
15_pppse4fY,unassuming and simple narration. thanks
15_pppse4fY,"My favourite channel of all time, thank you for making everything so simple really !!"
15_pppse4fY,Agentic AI  get access to almost all privacy data. just to plan a leave. !
15_pppse4fY,I recently found this channel. Thank you so much for this wonderful content. I’m working as automation test engineer. Can you please suggest some projects to do in automation areas with agents
15_pppse4fY,"Am recent follower of your channel. Thank you for the wonderful content .Making it easy to understand the concepts.
I have 16 years of experience as Functional BA in banking .
Now I want to get into Data science with AI ,(upskill myself)
Is it correct ,i am willing to learn.."
15_pppse4fY,Very well presented! Thank you!
15_pppse4fY,"Hello Sir, I have almost completed your Machine Learning Course. Now should I learn NLP or Deep Learning after machine learning. And, when will you release a seperate course on NLP. If go for NLP first and then Deep learning will that be Ok for me. Please shed some light on this."
15_pppse4fY,i can relate this ...very simple but powerful video
15_pppse4fY,Great video. How can I get in touch with you? I might have some work for you
15_pppse4fY,Also make interview process videos
15_pppse4fY,Good video tutorial. Actually this should be an introduction to someone coming in new to AI from conventional programming world.
15_pppse4fY,it's like master slaves combination with intelligent planning
15_pppse4fY,"Does this mean, if you like to create Travel Assistant agentic AI, I have to learn how to code?"
15_pppse4fY,"Sir, can we expect a premium course on Generative AI and Agentic AI anytime soon? Thank you 🙏🏻"
15_pppse4fY,"Can you please make more and more roadmap videos? On different AI related job roles, Please sir😅 please reply"
15_pppse4fY,thanks. Can you share the code using agno? don't see the link in  the video description
15_pppse4fY,"Jarvis, jerk it a little"
15_pppse4fY,"Thanks for the explaination. I was very confused between RAG,Agentic AI, AI Agents"
15_pppse4fY,Very good video. One thing I am still not clear on is the difference between Agentic AI and AI Agents.
15_pppse4fY,"""Sir, I want to become a business analyst. What can I learn? Please give me a roadmap for becoming a business analyst. Would taking both your Data Analyst (DA) and Data Scientist (DS) courses be sufficient, or are there any other helpful additions?"""
15_pppse4fY,Will there be a self paced course on this available on @codebasics ?
15_pppse4fY,Make a video on data drift and related topics
15_pppse4fY,Very helpful 😊
15_pppse4fY,Do you have any course specific to generative AI alone. From gen ai basics to agentic AI
15_pppse4fY,"Very good video explaining in simple terms. Good work, thanks."
15_pppse4fY,In simple words: agents perform tasks on your behalf after a multi step reasoning
15_pppse4fY,Can you please create a playlist for Agentic AI. it will be useful for everyone.
15_pppse4fY,Great explanation!
15_pppse4fY,"When applying for data roles ; how much  proficiency in dsa topics required ; for top product based companies ? 
Anyone who can shed some  light on this .....or have attended interview process ; so can share his experience !!"
15_pppse4fY,"Is this the same as function calling , like in vertex ai?"
15_pppse4fY,4:11
15_pppse4fY,"Hello sir 
I am a second year BSC student, if I am taking data analytics bootcamp 4.0 now, will I get bootcamp 5.0 for free next year?"
15_pppse4fY,Sir please upload course on NLP and gen ai
15_pppse4fY,Very Informative. Thanks
15_pppse4fY,"te sigo desde que hacias videos de pandas !!, excelente como siempre"
15_pppse4fY,"Everyone is pushing Agentic AI ""definition"" forward in their own way.. This definition will also expire soon!"
15_pppse4fY,Please also make video on evaluation of Agentic Application ...
15_pppse4fY,sir pls make videos on LLMops and LLM evaluation...
RfvHMWkzjWw,Great example what is data analyst do in office ❤❤
4LyFAKlvfNQ,Yes
4LyFAKlvfNQ,"Sir .start classes on a ml learning sir 🙏
We will support you sir"
4LyFAKlvfNQ,Yes sir
4LyFAKlvfNQ,Yes
4LyFAKlvfNQ,Yes sir
4LyFAKlvfNQ,"yes, and how to get internship in this field"
4LyFAKlvfNQ,How ML can be helpful in Academia or Research area?
4LyFAKlvfNQ,Yes
4LyFAKlvfNQ,Yes
4LyFAKlvfNQ,These are some of great project ideas to as you can try and make ml project based on this topic which can help you boost your portfolio and improve your skills as well
RWWkh6CfhJY,Good in coding average in math intresting in python
RWWkh6CfhJY,"Very helpful,. Aap jis tarah ek student ke POV Se soch kr questions ke answer krte h.. that commendable ,
Thank you❣"
RWWkh6CfhJY,Very interesting ! Thank you
RWWkh6CfhJY,"Mlops engineer without maths, how is it possible?"
ZQv4mhwxc44,Thanks man!!!!
ZQv4mhwxc44,Thanks
ZQv4mhwxc44,i do this
ZQv4mhwxc44,Thanks !
ZQv4mhwxc44,❤😊
